cast,country,Year,Quarter,Month,Day,description,director,duration,listed_in,rating,Sum of release_year,show_id,title,type
"Sai Dharam Tej, Mehreen Pirzada, Prasanna","",,,,,"Jai(Tej) is a sincere youth who at any cost wants to get into the prestigious DRDO organization. But he gets rejected. This is also the time when Jai’s childhood friend Keshava(Prasanna) who is a dreaded criminal plans a huge robbery of a missile which is being launched by the DRDO. Just when things seem to be going fine, Jai obstructs the robbery and creates more problems for Keshava.",B. V. S. Ravi,130 min,"Drama, Suspense",7+,2017,s2054,Jawaan,Movie
"Sai Ketan Rao, Insha Iqbal","",,,,,"Samvedna (Insha Iqbal), a doctor, and a fun-loving girl, meets an introverted stranger (Sai Ketan Rao) en-route to a resort. During their journey, she discusses about her love life with this ""Stranger"" while they spend time each other along the way catching glimpses of scenic places in Goa which in turn unravels a mysterious journey that forms the rest of the story.",Chaitanya Reddy Vaka,41 min,Romance,16+,2021,s4433,Strangers,Movie
"Sai Srinivas Bellamkonda, Kajal Aggarwal, Sonu Sood",India,,,,,"Sita is a materialistic woman who only cares about materialistic gains and nothing else. MLA Basava Raju lusts for her and wants her to give him what she promised him for helping her. The villain of their tale is Ram, a man who’s way too innocent for his own good. How does Ram help Sita out of the fix she’s in forms the crux of the story.",Teja,157 min,"Drama, International",13+,2019,s988,Sita,Movie
"Sai teja, Harini Reddy, Dhan Raj, Hema, Surya","",,,,,A boy with a high ambitions wants to lead the life D Way he Loves. With supporting parents he writes scripts for movies. He gets dreams in sleep and which will come come across in life. On that lines he gets a girlfriend. With the support of 4 friends he try to fulfil his dream of getting a diamond necklace from dead body's coat in tomb,Rajesh Kannaparthi,139 min,"Comedy, Drama, Romance",16+,2021,s4949,Dream Boy,Movie
"Saif Ali Khan, Dimple Kapadia, Tigmanshu Dhulia, Mohd. Zeeshan Ayyub, Sunil Grover, Kritika Kamra, Kumud Kumar Mishra, Sarah Jane Dias, Dino Morea, Gauahar Khan, Sandhya Mridul, Annup Sonii, Paresh Pahuja, Shonali Nagrani, Hitten Ttejwani, Amyra Dastur, Neha Hinge, Sukhmani Sadana",India,,,,,"Tandav is the coming together of different worlds under the gamut of politics. It is a dramatic take of the powerplay between people at the high level to secure their position. Youth plays a significant role in the story as we see where their future is headed in this dark abyss of politics. Catch Tandav in Tamil & Telugu, Feb 12 onwards.","",1 Season,Drama,16+,2021,s815,Tandav,TV Show
"Saif Ali Khan, Manav Vij, Deepak Dobriyal, Zoya Hussain, Simone Singh","",,,,,"In late 18th century Bundelkhand, a bounty hunter wanders in search of a man he has sought for 20 long years. A mysterious young woman obstinately attaches herself to him. Meanwhile, a convoy led by a devious leader makes an arduous journey to the Yamuna, as a prophecy hangs over his infant heir. Somewhere, a ‘junglee’ tracker pieces together a trail as he follows a scent.",Navdeep Singh,153 min,"Action, International",18+,2019,s1912,Laal Kaptaan,Movie
"Saif Ali Khan, Padmapriya, Dhanish Karthik, Ram Gopal Bajaj, Riju Bajaj, Pawan Chopra, Sobhita Dhulipala, Raghu Dixit, Svar Kamble, Michael Kelberg, Meghan Lane, Lynn Marocola, Jack Ricardo Miller, Shayan Munshi, Russell Peters, Dinesh Prabhakar, Chandan Roy Sanyal, Neha Saxena, Milind Soman, Tanya Thompson",India,,,,,Chef Roshan Kalra sets out to find the true source of happiness and reignite his passion for food while being more present in his son's life.,Raja Menon,131 min,"Comedy, Drama, International",13+,2017,s4640,Chef,Movie
"Saif Ali Khan, Preity Zinta, Arshad Warsi, Jugal Hansraj, Jaaved Jaaferi, Tania Zaetta","",,,,,"Nick (Saif Ali Khan) is a chef. Ambar (Preity Zinta)is a Radio Jockey. They’re young, cool, independent and together they make the perfect pair! Or do they? Nick and Ambar take a huge leap of faith as they decide to move in together. Soon they realize they have little in common. SALAAM NAMASTE gives us a quirky take on life, love and relationship as it looks at a fairy tale with a bit of a squint.",Siddharth Raj Anand,158 min,"Drama, International, Romance",13+,2005,s5250,Salaam Namaste,Movie
"Saiga Masaru:Chihiro Ueda, Narumi Kato:Rikiya Koyama, Shirogane Saiga:Megumi Hayashibara, Eiryo Ashihana:Takahiro Sakurai, Guy Christophe Rech:Nozomu Sasaki","",,,,,"After inheriting the family fortune, eleven-year-old Masaru Saiga is targeted by kidnappers armed with bizarre and deadly puppets. He escapes once aided by circus employee Narumi Kato, but the kidnappers soon catch up with them. Just when all seems lost, the two are saved by the mysterious Shirogane who wields her own marionette. From then on, the trio’s fates become inexorably intertwined...","",1 Season,TV Shows,TV-NR,2019,s1965,Karakuri Circus,TV Show
"Sailesh Sunny, Gnaneswari Kandregula","",,,,,"A young man from Amalapuram goes to Hyderabad in search of an IT job. In a chance encounter, he meets a lady who had just got her heart broken. The two of them hit it off immediately and fall in love. They decide to live together and everything seems to go well until they lose a mobile phone which contains their most intimate, private moments.",Ashok Reddy,125 min,Romance,18+,2021,s1586,Mr and Miss,Movie
"Sal Lopez, Vira Montes, Roberto Mart??n M??rquez, Dyana Ortelli, Joe Aubel, Rob Garrett, Lance August, Cody Glenn, Don Pugsley, Panchito G??mez, Albert Joe Medina Jr., Alex Sol??s, Raymond Amezquita, Steve Wilcox, Richard Coca, Javier Castellanos, Richard Lee-Sung, Eric Close, Christian Klemash, Brian Holechek, Rigoberto Jimenez, Edward James Olmos, William Forsythe, Pepe Serna, nbcu, Robert M. Young, Floyd Mutrux, Desmond Nakano, Tom S. Ventimiglia, William Fetzer, Thomas Richard Gorman III, George Padilla, Humberto Madrigal, Jaime Gomez, Jose Guardado, Jacob Vargas, Daniel Lujan, Evelina Fern??ndez, Rodney Rincon, John Rangel, Robert Pucci, Tony Giorgio, Sabino Villa Lobos, Armando Briseno, Mauricio Ernesto Anzueto, Manny Perry, Bennie Moore, Alex Brown, William Smith, Gerald Lynn Walker, William T. Amos, Irma Aurea Garc??a, Robert Alvarez, Ken Medlock, Rolando Molina, Ana Lizarraga, Steven Cisneros, Art Bonilla, Tom Bower, Jessica Russell, Dave Smith, Michael Shaner","",,,,,Edward James Olmos sets the screen ablaze in this powerful epic about a youth from the streets of East LA who becomes the leader of the Mexican Mafia from behind the gates of Folsom Prison.,"",127 min,"Drama, Romance, Suspense",R,1992,s8345,American Me,Movie
Salim Sahid Kamara Phebean Swill Ram Dee,"",,,,,"A loving couple being set up by an ex boyfriend being a con in other to get a share of the wife's huge inheritance he succeeded by using and expert who brings division among the couples and later ignite personal ego, which leads to ten playing a vindictive game to mix their marriage",Mohammed Iansana,88 min,"Drama, Romance",16+,2021,s9599,Game on,Movie
"Sally Eilers, Neil Hamilton, Joseph Schildkraut, Grant Mitchell, Patricia Farr, Marcia Mae Jones","",,,,,"Millionaire Stephens Cormack (Hamilton) gets drunk at a party, and ends up marrying fellow partygoer Clairice Andrews (Farr). When Stephens sobers up, he hastily arranges for an annulment through his lawyer and high tails it out of the country to South America, not know that he had committed bigomy with the already married Clairice. Paula (Eilers), Clairice's sister, poses as her sister to minimize the trouble she will be in with her husband, and temporarily moves into Stephen's mansion until the annulment is finalized. However, Paula has to endure Stephen's two spoiled and bratty children, and mistreatment by the snobby servants.",Lloyd Corrigan,59 min,Comedy,13+,1937,s1909,Lady Behave!,Movie
"Sally Forrest, Keefe Brasselle, Hugh O'Brian, Eve Miller, Lawrence Dobkin, Rita Lupino","",,,,,"Talented and beautiful Carol Williams (Forrest) is devastated when she learns she has contracted Polio and becomes crippled by the disease. The depressed and embittered young woman breaks her engagement to her dance partner and choreographer, Guy Richards (Brasselle), but he is determined to stay by her side. Preferring to be alone in her misery, Carol slowly learns to allow others to help her and share in her grief. She is finally able to bring herself to participate in and go on with her new life.",Ida Lupino,86 min,Drama,18+,1949,s33,Young Lovers,Movie
"Sally Forrest, Keefe Brasselle, Leo Penn, Dorothy Adams, Wheaton Chambers, Rita Lupino","",,,,,"Sally, a bored young waitress, lives in a do-nothing, go-nowhere town, but longs for something bigger and brighter. When suave young musician Steve comes through town, Sally falls head-over-heels and follows him on the road – until she winds up pregnant and pursued by Steve’s creepy friend.","Ida Lupino, Elmer Clifton",91 min,Drama,18+,1949,s1473,Not Wanted,Movie
"Sally Hawkins, David Thewlis, Billie Piper, Penelope Wilton, Morfydd Clark, Robert Pugh, Alice Lowe, Robert Aramayo","",,,,,"When Jane (Sally Hawkins) is dumped at the altar she has a breakdown and spirals into a chaotic world, where love (both real and imagined) and family relationships collide with both touching and humorous consequences.",Craig Roberts,94 min,"Comedy, Romance",18+,2020,s7973,Eternal Beauty,Movie
"Sally Jing/ Jing Tian, Vin Zhang/Zhang Binbin","",,,,,"Many years ago, the plant-alien hybrid Si Teng was hunted down by a Xuanmen hunter. Chased across Shanghai, Si Teng fled for her life but escaping the relentless hunter proved impossible. With Qin Fang by her side, Si Teng learns what it means to live and love but the fragmented memories of her past continue to torment her.","",1 Season,"Drama, Romance",18+,2021,s5701,Rattan,TV Show
"Sally Kellerman, Dave Thomas, Andrea Martin, John Calvin, Paxton Whitehead, Larry Cedar, Christopher Neame, Alex Rocco, John Candy, Anthony Newley","",,,,,"The live-action version of animator Jay Ward's most famous no-goodnicks, the Cold War klutzes from Potsylvania who bedeviled Rocky and Bullwinkle. Our ""heroes"" are sent to the United States... little knowing their beloved ""Fearless Leader"" has merely set them up as bait.",Charles Martin Smith,88 min,"Action, Comedy",PG,1992,s9244,Boris and Natasha: The Movie,Movie
"Salman Khan, Katrina Kaif, Girish Karnad, Ranveer Shorey, Roshan Seth",India,,,,,RAW agent Tiger is on a mission to retrieve information from a scientist in Dublin.,Kabir Khan,133 min,"Action, International, Romance",NOT_RATE,2012,s6013,Ek Tha Tiger (English Subtitled),Movie
"Salman Khan, Katrina Kaif, Jackie Shroff, Disha Patani, Sunil Grover, Guest Appearance - Tabu",India,,,,,"Bharat is a journey of a man and a nation together. At the cusp of India's birth as an Independent nation, a family makes an arduous journey to freedom. Played by Indian superstar, Salman Khan in the title role, with Katrina Kaif, Sunil Grover, Tabu and Disha Patni, Bharat is an entertaining and endearing film about a man’s sacrifices to fulfill a promise made to his father.",Ali Abbas Zafar,155 min,"Drama, International",13+,2019,s3084,Bharat,Movie
"Salman Khan, Katrina Kaif, Paresh Rawal, Girish Karnad, Anant Vidhaat, Kumud Kumar Mishra, Angad Bedi, Sajjad Delafrooz",India,,,,,"When a group of Indian and Pakistani nurses are held hostage in Iraq by the militant Abu Usman, Indian intelligence (RAW) tracks down the reclusive agent Tiger 8 years after he fled with former Pakistani intelligence (ISI) agent Zoya. Joining forces in the name of humanity, Tiger and Zoya lead a team of RAW and ISI agents to covertly enter the hospital where the nurses are trapped.",Ali Abbas Zafar,159 min,"Action, Drama, International",13+,2017,s339,Tiger Zinda Hai,Movie
"Salman Khan, Kichcha Sudeepa, Sonakshi Sinha, Arbaaz Khan, Saiee Manjrekar","",,,,,"Dabangg 3 is a high-voltage tongue-in-cheek story of a famous cop, Chulbul Pandey, an Uttar Pradesh cop who calls himself Robin Hood Pandey. Things take an unexpected turn when his past comes to haunt him as the face of the main antagonist of the film, Balli. Circumstances force Chulbul to take up the righteous path to protect his loved ones and family and do what is right in the eyes of the law.",Prabhudeva,148 min,"Action, Romance",13+,2019,s3892,Dabangg 3,Movie
"Salman Khan, Kichcha Sudeepa, Sonakshi Sinha, Arbaaz Khan, Saiee Manjrekar","",,,,,"Dabangg 3 is a high-voltage tongue-in-cheek story of a famous cop, Chulbul Pandey, an Uttar Pradesh cop who calls himself Robin Hood Pandey. Things take an unexpected turn when his past comes to haunt him as the face of the main antagonist of the film, Balli. Circumstances force Chulbul to take up the righteous path to protect his loved ones and family and do what is right in the eyes of the law.",Prabhudeva,149 min,"Action, Romance",13+,2019,s6809,Dabangg 3 (Tamil),Movie
"Salman Khan, Sohail Khan, Om Puri, Mohammed Zeeshan Ayyub, Yashpal Sharma, Zhu Zhu, Matin Rey Tangu, Brijendra Kala, Isha Talwar, Jason D'Souza, Matt Kramer, Neeraj Khetarpal, Kapil Sharma","India, United States, United Kingdom, Canada, China",,,,,"In a small picturesque town of North India, lives Laxman with his younger brother Bharat. Laxman's world comes crashing down, when war breaks out and Bharat gets drafted into the Army. Seeing the carnage around him and worried for his brother, the simple - minded Laxman decides to stop this conflict and get his brother back. TUBELIGHT set in 1962 tells the story of one man's unshakeable belief.",Kabir Khan,130 min,"Drama, International",ALL,2017,s5240,Tubelight,Movie
"Saloma Furlong, Anna, Naomi Kramer","",,,,,"The Amish: Shunned follows seven former members of the Amish community as they reflect on their decisions to leave one of the most closed and tightly-knit communities in the United States. Estranged from family, the ex-Amish find themselves struggling to understand and make their way in modern America.",Callie T. Wiser,112 min,Documentary,16+,2014,s763,The Amish Shunned,Movie
